;question;answer;question_index;answer_reformulate;answer_index;document_index;question_reformulate
75;What is the minimum requirement for the client to keep their reservation?;"
However, the reservation will be kept as long as the client has communicated their
arrival before the time mentioned above.";75;[' until the customer notifies us of their expected arrival date ', ' at least prior to the specified hour ', ' in order for the confirmation to hold ', ' so long as advance notice is given ', ' Provided the guest advises us of their planned check-in beforehand ', ' then the reservation will still be honoured ', ' If informed of their intended arrival time well in advance ', ' the booking will remain intact ', ' The client must inform us of their scheduled arrival before the designated time ', ' for the reservation to remain valid ', ' until the customer communicates their expected arrival time ', ''];72;9;[' To what extent does a customer need to fulfill in order to secure their reservation?\n\n', ' At what point do clients have to meet certain criteria in order to safeguard their accommodation hold?\n\n', ' What fundamental elements does a patron need to satisfy in order to confirm their stay?\n\n', ' How much must a guest adhere to, in terms of requirements, to keep their booking intact?\n\n', ' Under what circumstances can a client ensure that their reservation remains valid?\n\n', ' What core aspects do customers have to address in order to protect their lodging arrangement?\n\n', ' In what manner does the client need to comply with certain stipulations in order to maintain their booking?\n\n', ' How must the customer fulfill specific obligations to preserve their accommodation contract?\n\n', ' At what level of fulfillment by the client is a reservation considered secure?']
76;What is the minimum number of persons required for a group to have a departure time set by the establishment?;"In the case of groups of 20 or more persons, the establishment may set the
departure time from 10 in the morning.";76;[' Groups of twenty plus individuals ', ' When a crowd of twenty or more ', ' For big groups ', ' In instances where twenty people or more gather ', ' Big crowds ', ' Twenty persons or more gathering ', ' The case of mass gatherings ', ' For large contingents ', ' When masses congregate'];73;9;"[' \nHow few individuals must gather so that the management can specify a departure time? ', ' \nAt what minimal attendance does a departure schedule get established by the governing body? ', ' \nCan you tell me how many people are required for the venue to set up a departure timing system? ', ' \nWhat is the least number of persons necessary for an exit protocol to be implemented by the institution? ', ' \nHow small can a group get before the management can assign an exit time? ', ' \nIs there a specific minimum number of attendees that necessitate a departure schedule to be created by the facility? ', ' \nCan you find out how few individuals are required so the establishment can designate a leave time? ', "" \nWhat's the smallest possible group size needed for the institution to establish a departure protocol? "", ' \nHow many people does it take for the governing body to set up an exit procedure?']"
77;Can you prolong your stay beyond the initial departure date?;"For possible changes, both in occupation as well as an extension of the time
indicated, please ask at reception, keeping in mind that you must immediately inform
Hotel staff should you want to prolong your stay, and always before 12 noon of the
departure date.";77;[' should inquire with our front desk personnel.\n\nBefore checking out, those who desire to extend their stay ', ' are advised to contact hotel management.\n\nIf you plan on making changes to your accommodations ', ' please notify a member of our staff.\n\nFor any modifications to your booking ', ' including extensions or changes in occupation ', ' please ask at reception.\n\nShould you wish to modify the length of your stay ', ' kindly speak with a hotel representative.\n\nChanges to your reservation, such as altering the number of guests or extending your time ', ' may be made by contacting our office.\n\nIf you require further assistance with your accommodations ', ' we suggest speaking with one of our staff members.\n\nTo make changes to your room assignment or extend your stay ', ' please inform a member of our team.\n\nFor any adjustments to your reservation, including adding more people or staying longer ', ' please ask at the reception desk.\n\nBefore departing, if you wish to modify your booking ', ' such as extending your stay or increasing the number of guests ', ' kindly speak with hotel staff.'];74;9;[' Are there any opportunities for extending your visit?\n\n', ' Will I be able to linger on longer than initially planned?\n\n', ' Is it feasible to prolong my stay past the expected checkout time?\n\n', ' Can we negotiate a more extended period of residence?\n\n', ' Am I allowed to remain here beyond the initial agreed-upon departure date?\n\n', ' Would it be possible to stay an extra while without any issues?\n\n', ' Are there any extensions or additions to your current booking that can be made?\n\n', ' Might I be able to delay my return by some time, perhaps?\n\n', ' Can we discuss the possibility of a longer-term sojourn?']
78;What is the condition for the Hotel to honour a guest's request?;"
The Hotel will honour your request as long as availability permits, duly informing the
guest who requested it, and in the case of agreement between the parties, they may
agree to a new occupancy status of the accommodation units, which should be
reflected in the admission document.";78;[' \nThe establishment will respect your wishes as long as there is space available, keeping you informed, and if both parties come to an agreement, they may change the occupancy status of the rooms ', ' \nWe will accommodate your request assuming that the necessary spaces are vacant, keeping you posted, and should all parties agree, we can update the residency situation for the accommodation units ', ' \nOur establishment will honour any changes you wish to make as long as there is room available, notifying you, and if both sides reach an agreement, they may modify the residency status of the rooms ', ' \nYour wishes will be respected provided that suitable accommodations are available, keeping you informed, and assuming mutual consent, we can adjust the residency situation for the lodging units ', ' \nThe residence will respect your choices as long as there is availability, keeping you posted, and if all parties agree, they may modify the occupancy status of the rooms ', ' \nWe will grant your wishes assuming that there are suitable spaces available, notifying you, and should all parties reach an agreement, we can update the residency situation for the accommodation units ', ' \nThe Accommodation establishment will respect any changes you wish to make as long as there is room available, keeping you informed, and if both sides come to an agreement, they may modify the occupancy status of the rooms ', ' \nOur residence will grant your request assuming that suitable accommodations are vacant, keeping you posted, and should all parties agree, we can adjust the residency situation for the lodging units ', ' \nYour wishes will be respected provided that necessary spaces are available, notifying you, and if both sides reach an agreement, they may modify the residency status of the accommodation units ', ''];75;9;"[""\n\nIn what situations would a hotel be obligated to fulfill a visitor's petition "", ""\n\nUnder what circumstances would a hospitality establishment feel compelled to grant a guest's appeal "", ""\n\nWhen is it likely that a hotel will agree to meet a customer's needs "", ""\n\nWhat are the terms under which a lodging establishment would honor a guest's plea "", ""\n\nIn what conditions would a hotel be inclined to comply with a visitor's request "", ""\n\nUnder what conditions of satisfaction would a hospitality provider grant a patron's wish "", ""\n\nWhen might a hotel feel obligated to fulfill a customer's wishes "", ""\n\nWhat situations would prompt a hotel staff to accommodate a guest's requirements "", ""\n\nWhat are the guidelines for hotel employees to meet a client's needs "", '']"
79;What is the consequence of staying beyond the agreed time of occupation?;"
Any extension of the time of occupation to that described, without prior
agreement, will result in the obligation to pay for one day more.";79;"["" will necessitate an additional day's payment "", ' results in a further obligation to compensate for an extra 24 hours ', ' leads to a financial liability for an extended period ', ' incurs an extra cost for each subsequent day ', ' entails a one-day penalty charge ', ' mandates a supplementary fee for every excess hour ', ' triggers an automatic charge for the next calendar day ', ' generates a monetary responsibility for an additional period ', ' obligates an additional payment for a single, extra day ', ' attracts a surcharge for the duration of any prolongation.']";76;9;['\nThe repercussions of exceeding the allotted timeframe for occupancy. ', '\nConsequences arising from prolonged stay after the scheduled check-out period. ', '\nIf a person overstays their welcome beyond the planned departure time, what then? ', '\nPunishments or penalties associated with lingering too long on private property. ', '\nWhat are the outcomes if one fails to vacate within the agreed-upon timeframe? ', '\nThe results of neglecting to leave when scheduled, and instead deciding to linger. ', '\nConsequences resulting from overstaying beyond the stipulated departure time. ', '\nWhat happens to someone who chooses not to depart at the designated hour? ', '\nIf an individual fails to adhere to the agreed upon time for vacating a premises, what are the consequences?']
80;What could happen to a client who fails to comply with the contracted number of days of stay?;"
Notwithstanding the above, the client will not be able to extend, without
agreement from the Hotel, the contracted number of days of stay, due to the serious
damage that this could cause for other clients with reservations. The Hotel staff has the
power to request help from the authority to evict clients who fail to comply with the
above.";80;"["" the hotel's consent, as it would be detrimental to other guests with bookings.\nThe client will not be able to extend their visit without \n"", "" prior approval from the Hotel, which could disrupt other customers' reservations.\nHowever, the client is not permitted to lengthen their stay without \n"", ' agreement from the Hotel, which might cause inconvenience for other patrons.\nIn any case, the client cannot prolong their occupation of a room without \n', "" the hotel's explicit permission, due to potential disruption to other guests.\nBut the client will be unable to extend their visit without \n"", ' consent from the Hotel, which could lead to problems for other customers with bookings.\nNotwithstanding this, the client cannot lengthen their stay without \n', ' agreement from the Hotel staff, who can request police assistance if necessary.\nHowever, it is not possible for the client to prolong their visit without \n', ' prior approval from the hotel management, which would be inconvenient for other guests.\nThe client will not be able to extend their stay in a room without \n', ' permission from the hotel authorities, as this could lead to difficulties for other customers.\nIn all events, the client cannot lengthen their occupation of a room without \n', ' agreement from the Hotel, who can seek assistance from local law enforcement.']";77;9;"[' What would be the repercussions for a patron if they were unable to complete their scheduled stay period?\n\n', "" If a guest didn't adhere to the specified length of time allocated for their visit, what might happen to them?\n\n"", ' Can you outline the potential outcomes for an individual who fails to meet their contracted timeframe for occupying a lodging establishment?\n\n', ' What are the possible results if someone is unable or unwilling to complete their designated period of stay at a hotel or similar accommodation?\n\n', "" If an attendee didn't fulfill their agreed-upon duration of participation in a particular event, what might befall them?\n\n"", "" Can you describe any potential ramifications for an individual who doesn't comply with their scheduled time frame for occupying a rented property?\n\n"", "" What would happen to someone if they didn't adhere to the terms and conditions regarding the length of their stay at a lodging establishment?\n\n"", ' If a person failed to meet their contracted number of days, what might be the consequences for them?\n\n', "" Can you explain any possible outcomes for an individual who doesn't comply with their agreed-upon duration of occupancy at a hotel or similar accommodation?""]"
81;What is the hotel's policy if a client leaves the room before the scheduled check-out time?;"
In the event that the client leaves the room on the day of departure prior to the
time set for the Check-Out, there will be no refund for the total amount of the stay. If the
client reduces, in whole or in part, the number of guests on the reservation, it is the Hotel's
decision whether or not to grant a refund, though in the case that the room has been
indicated as non-refundable or similar, there will be a charge of the full amount of the
booking.";81;"[' \nIf the client decides to downsize the number of people on the reservation, we reserve the right to determine whether or not a refund is warranted ', ' \nUpon early departure by the guest, no compensation will be given for the full extent of their booking ', ' \nIf the client reduces the number of guests as outlined in the original reservation, our decision regarding a possible refund will take precedence ', ' \nWhen the client decides to vacate the premises prior to the scheduled check-out time, we will not issue any reimbursement for the total duration of their stay ', ' \nIn cases where the client decides to downsize the number of people on the reservation, it is within our discretion whether or not to offer a refund ', ' \nUpon cancellation by the client, no refund will be issued if they exit the premises before the scheduled departure time ', ' \nIf the client reduces the number of guests on the original reservation, we retain the right to decide whether or not to grant a reimbursement ', ' \nWhen the client decides to vacate the premises prior to the designated check-out time, no reimbursement will be given for the full duration of their booking ', ""\nIn cases where the patron leaves before the scheduled departure time, our hotel's policy dictates that no refund will be issued for the total amount of their stay "", '']";78;9;"["" \nThe accommodations provider's stance on early departures\n"", ' \nHow does the hotel handle guests who leave ahead of schedule?\n', ' \nCan clients get their money back if they leave early?\n', ' \nWhat are the rules for checking out early at a hotel?\n', ' \nIs it possible to cancel a room without penalty if you check out early?\n', "" \nThe hotel's policy on no-shows and early departures\n"", ' \nCan you still use hotel facilities after checking out early?\n', ' \nHow does the hotel manage rooms that are vacated before scheduled checkout?']"
82;What is the maximum amount of time a guest can be absent before the hotel considers the contract suspended or terminated?;"When guests are absent for more than seventy-two hours without prior notice, the
Hotel may deem the contract of accommodation to be suspended or terminated, and
proceed to collect the luggage in accordance with article 18 of these Regulations,
except in the case in which the actual value of the guest's belongings does not
guarantee the amount of the bill.";82;"[' Their unattended luggage will be collected according to Section 18 ', "" If the contents of their suitcases are worth less than what they owe us, we'll let them keep it "", "" Guests who don't show up after 72 hours without notice might find their stay terminated "", "" We reserve the right to confiscate their belongings if they're not there in person "", "" In case the stuff they left behind is not enough to cover their bill, we won't touch a thing "", ' A three-day absence without explanation may lead us to end your stay and collect your luggage ', "" If you don't turn up after 72 hours with no word, we'll consider this the end of our service agreement "", "" Your uncollected belongings will be removed if you're not there for more than three days without notice "", "" The hotel has the right to cancel your booking and collect your stuff if you don't show up after over seventy-two hours without prior warning.""]";79;9;"[""\n\nAt what point does a traveller's prolonged absence prompt a hostel to put the terms of their deal on hold or void them altogether "", ""\n\nHow much time can elapse before a hotel considers a guest's prolonged absence grounds for suspending or terminating their contract "", '\n\nWhat duration of absenteeism would necessitate a hotel cancelling its agreement with a patron ', '\n\nTo what length of time absent from a lodging establishment does a hotel consider themselves justified in putting the terms of an agreement on hold or voiding it altogether ', '\n\nHow long can a person be away from a hotel before they are considered to have breached their contract ', '\n\nAt what duration of absence would a hostel reasonably conclude its agreement with a guest is no longer binding ', '\n\nFor how long may a traveller remain absent from a lodging establishment without the hotel terminating their contractual obligations ', ""\n\nWhat length of time does it take for a hotel's patience to wear off, prompting them to put a guest's contract on hold or void it altogether "", ""\n\nAt what point in a guest's prolonged absence would a hotel reasonably consider their agreement with that person to be null and void "", '']"
83;How long must a guest be absent before the hotel can terminate or suspend their stay?;"
Under these circumstances the Hotel may terminate or suspend the stay with the
absence of the guest for more than twenty-four hours. In the event of the death of the
occupant of a room, their heirs or representatives will be responsible for paying the
resulting costs, including if necessary the redecoration and disinfection of the room and
the replacement of linens and equipment.";83;"[' The hotel may cancel or halt the stay.\n', "" Circumstances permitting, the Hotel may choose to end or suspend the Guest's stay upon non-appearance for a duration longer than 24 hours.\n"", ' Should a guest fail to appear within a period of 24 hours, the Hotel reserves the right to terminate or suspend their stay.\n', "" The Hotel retains the authority to cancel or postpone the Guest's stay if they are absent for more than 24 hours.\n"", "" In the event of a guest's prolonged absence exceeding 24 hours, the Hotel may choose to end the Guest's stay.\n"", ' If the guest fails to check-in within a period of 24 hours, the Hotel reserves the right to terminate their stay.\n', "" The hotel will cancel or halt the guest's stay if they are absent for longer than 24 hours without notice.\n"", ' Should a guest be absent from their room for more than 24 hours without prior warning, the Hotel may choose to suspend or terminate their stay.\n', ' If the occupant of a room passes away, their heirs or representatives will be accountable for covering any resultant costs, including redecoration and disinfection of the room and replacement of linens and equipment ', ' \n', ' On the passing of the person occupying a room, their estate or legal representative will be held responsible for paying all resulting expenses, which can include the repainting and cleaning of the room and replacing bedclothes and fixtures.']";80;9;"[' What is the minimum period of time that a customer must not occupy their room before it can be reclaimed by the hotel ', ' For how long should a traveler remain away from a lodging establishment before they can cease occupying their assigned quarters ', ' How long does a person have to stay away from a hotel room before the management can take back possession of said space ', ' What is the maximum duration that an overnight guest can remain absent before their booking is cancelled by the proprietor ', ' When must a customer vacate their accommodations for an extended period of time before the establishment can revoke their permission to occupy ', ' How many days may pass before the hotel staff can intervene and end the stay of an unaccounted guest ', "" What length of absence allows a hotel administrator to terminate or suspend a visitor's privileges "", ' In what timeframe may a lodging facility withdraw its services from a customer who fails to report back within said period ', '']"
84;What is the reason for not permitting guests who exceed the room capacity to stay?;"
As a general rule, persons who exceed the contracted room capacity are not
permitted to stay.";84;[' Exceeding the allotted capacity is not permissible for overnight stays ', ' Individuals exceeding the designated number of guests are not allowed to remain ', ' Those exceeding the agreed-upon headcount are forbidden to occupy the premises ', ' Anyone surpassing the stipulated room occupancy is refused accommodation ', ' Guests who exceed the predetermined guest limit are not permitted to stay over ', ' The rule mandates that only the contracted maximum be exceeded, not beyond ', ' Those persons whose numbers exceed the contracted figure are prohibited from staying overnight ', ' In accordance with policy, residents exceeding the authorized headcount are denied lodging ', ' Beyond the established capacity, persons may not remain as guests.'];81;9;"[' To what end does the rule against exceeding the room limit for lodgers come into effect?\n\n', ' Why is it forbidden to have extra people in the rooms that are already at full capacity?\n\n', ' What is the justification behind the restriction on having more guests than the designated number of occupants in a particular area?\n\n', ' Can you explain why individuals who surpass the maximum allowable occupancy are not allowed to stay overnight in designated spaces?\n\n', "" In what way does the regulation against exceeding the room's occupant limit serve as a deterrent or solution?\n\n"", ' What is the underlying reason for prohibiting additional people from staying beyond the pre-set capacity of the room?\n\n', ' Why are extra guests turned away when they exceed the allowable occupancy of a given space?\n\n', ' Can you state why individuals who surpass the maximum allowed number of occupants in a designated area are not permitted to stay overnight?\n\n', "" To what end is the rule against exceeding the room's occupant limit enforced?""]"
85;What is the maximum number of people allowed in a room booked as a triple?;"
Consequently, two people will not be permitted to stay in a double room that has
been contracted as a single. Similarly, no more than two people will be allowed to stay
in a double room or suite, nor more than three in a room booked as a triple.";85;[' Two individuals will not be granted permission to reside in a double room contracted for individual use ', ' Consequently, no duo will be permitted to occupy a double room or suite ', ' The maximum number of guests allowed in a double room is two ', ' No trio may stay in a triple room or any other accommodation booked under that category ', ' The lodging policy dictates that only one person can stay in a single-occupancy room ', ' No more than two people are authorized to reside in a double room ', ' Double rooms and suites have a strict occupancy limit of two persons ', ' Any unauthorized guests will not be allowed in a room contracted for fewer occupants ', ' This policy ensures that no triple is permitted in a triple-occupied space ', ''];82;9;"[' How many guests can occupy a triple-booked area? ', "" In a triple reservation, what's the largest possible attendance count? "", ' For a room rented under triple occupancy, how many individuals are permitted to enter? ', "" If a triple is booked, what's the maximum number of attendees allowed? "", "" When booking as a triple, what's the highest capacity for the space? "", "" What's the top guest limit for an area reserved under triple occupancy? "", ' How many visitors can be accommodated in a room designated as triple occupancy? ', ' In the case of a triple reservation, how many individuals are permitted to enter the premises?']"
86;What is the maximum number of people allowed in a room?;"
For safety reasons a maximum of four people are allowed to a room, or where
appropriate, the maximum number according to the room format and type of
reservation.";86;[' \nDue to security concerns, no more than 4 individuals may occupy a given unit ', ' \nFor reasons of safety, the total occupancy for any single room is limited to four guests ', ' \nA maximum of 4 people can enter and occupy each room due to safety protocols ', ' \nThe safety guidelines permit a maximum of 4 persons in every accommodation type ', ' \nTo ensure a safe environment, no more than 4 individuals are allowed per unit ', ' \nSafety considerations dictate that a maximum of 4 guests may occupy any one room ', ' \nDue to safety requirements, the maximum capacity for each room is set at 4 people ', ' \nIn order to prevent an overcrowding situation, a maximum of four visitors are permitted ', ' \nThe maximum number of people authorized to be in a given room is four due to safety ', ''];83;9;"[' \nAt what occupancy level does a room become overfilled?\n\n', "" \nWhat's the highest volume of human presence allowable in an enclosed area?\n\n"", ' \nWhat is the maximum capacity for humans within a given space?\n\n', ' \nCan you determine the point at which a room becomes too crowded with people?\n\n', ' \nHow many people can be accommodated safely within a particular room?\n\n', ' \nAt what number does a room reach its maximum personable threshold?\n\n', ' \nWhat is the largest number of individuals allowed in an enclosed environment?\n\n', ' \nCan you identify the numerical limit for human presence within a specific space?']"
87;What is the maximum number of persons the hotel is willing to accommodate in a room?;"
Otherwise, the Hotel reserves the right to charge the fixed rate for the actual
number of persons using the room, and at the same time put an immediate end to the
client’s stay.";87;"[""\n\nIn case of discrepancy, Hotel may reassess billing, effectively ending client's visit "", '\n\nThe Hotel reserves the option to charge a set rate per person using the room, subsequently ', '\n\nClient agrees to vacate premises immediately upon discovery of unauthorized guests ', '\n\nHotel reserves right to reassess and adjust bill based on actual headcount occupying suite ', ""\n\nAny discrepancy in occupancy may result in termination of guest's stay and additional fees "", ""\n\nHotel retains authority to charge fixed rate per person occupying room, ending client's visit "", '\n\nGuest acknowledges that Hotel may terminate stay if actual occupancy exceeds agreed rate ', ""\n\nIn event of unauthorized guests, Hotel reserves right to reassess bill and end client's visit "", '\n\nHotel reserves discretion to adjust billing based on actual number of persons occupying suite ', '']";84;9;"[' \nWhat is the upper limit on overnight stays per sleeping quarters allowed by management at this place of accommodation?\n', ' \nWhat is the highest quantity of travelers the hotel staff is prepared to house within one private chamber?\n', ' \nHow many residents can a single guestroom hold according to the rules of the hotel?\n', ' \nAt what point does the lodging establishment reach its maximum capacity for overnight stays per private quarters?\n', "" \nCan you state the highest number of people that can reside in one individual's room based on the policies set by the innkeepers?\n"", ' \nWhat is the most numerous group of individuals that this particular hostelry will be able to accommodate within a single sleeping area?\n', "" \nHow many separate human beings are allowed to rest in one specific bedroom as per the hotel's standard operating procedures?\n"", ' \nCan you tell me what the maximum amount of human beings the lodging establishment permits to occupy a single designated sleeping space?\n', ' \nWhat is the absolute limit on the number of individuals that can be housed within one particular guest chamber?']"
88;Is a baby cot available for a room with an infant of 0 to 2 years old?;"Guests staying with infants of 0 to 2 years old may request, subject to availability,
a baby cot at no additional cost. The maximum number of baby cots in a room is one.";88;[' Guests visiting with babies ', ' Parents bringing toddlers ', ' Families traveling with wee ones ', ' Visitors accompanying infants ', ' People staying with tiny tots ', ' Those with little bundles of joy ', ' Couples expecting or caring for newborns ', ' Individuals accompanied by baby ', ' Persons sharing a room with an infant ', ' Travelers with very young children'];85;9;[' Does the nursery come equipped with a toddler bed for infants up to two years old?\n\n', ' Are cribs standard issue for rooms occupied by toddlers from 0 to 24 months?\n\n', ' Is a baby bed available as part of the room package for families traveling with infants under three?\n\n', ' Do you provide a toddler-friendly sleeping arrangement, such as a crib or playpen, for children aged 0-2 years in that room?\n\n', ' Can I reserve a cot for my infant, who is between 6 months and 2 years old, to be placed in the designated bedroom area?\n\n', ' Are baby beds, suitable for newborns up to two-year-olds, available on-site or as an add-on service for the specific room type in question?\n\n', ' Is there an option to have a portable crib or playpen provided for infants aged 0-24 months in that particular accommodation arrangement?\n\n', ' Does your standard room package include a baby bed suitable for children from birth to two years old, which can be placed within the designated sleeping area of the room?\n\n', ' Can I book a separate toddler sleeping space, such as a crib or playpen, for infants aged 0-2 years to be placed in the same accommodation as my family?']
89;Can bedside cots be confirmed by the accommodation on the same day as the accommodation request?;"
Bedside cots are available on request and must be confirmed by the accommodation.";89;[' Infant beds may be provided if requested ', ' Cots for young children are available on application ', ' Cribs for infants are available with advance notice ', ' Folding baby beds can be supplied subject to availability ', ' Portable cots for small children are offered as an optional service ', ' Bassinets or cribs can be arranged in advance ', ' Child beds or cribs can be provided at short notice ', ' Cradles or baby beds may be requested by prior arrangement ', ' Cot facilities are available on request and must be confirmed in writing'];86;9;"['\nCan cot confirmations match hotel bookings in real-time? ', '\nDoes instant bed confirmation coincide with online booking? ', '\nAre toddler beds confirmed at the same moment as guest check-ins? ', '\nCan crib verification be simultaneously verified with accommodation selection? ', '\nIs there a direct correlation between baby bed availability and room reservation? ', '\nDo cot confirmations automatically sync with booking dates? ', '\nCan infant beds be confirmed on the day of accommodation request? ', '\nWill toddler cots be simultaneously validated upon online room booking? ', ""\nDoes instant confirmation of children's beds correlate with same-day booking requests?""]"
90;"Is the use of an additional bed free of charge? 
";"One child aged 2 or over or one adult can stay in an extra bed. The use of an
additional or rollaway bed will carry an additional cost and be available only in double
rooms, and always at the request of the individual user. In the event that the bed has not
been requested in advance, the Hotel reserves the right to request an extra reservation
in the event that the establishment does not have the requested extra bed. Such
additional bed can only be occupied by one person, one being the maximum number
of extra beds in the room.";90;[' A child of two years or more, along with an adult, can rest on an additional mattress ', ' One minor aged two or upwards or one adult may occupy an extra bed ', ' The presence of one toddler aged two or over or one adult within the premises is permissible in an auxiliary sleeping arrangement ', ' An individual of age 2 or older or a single grown-up can take up residence on a supplementary bed ', ' In double occupancy rooms, it is possible for one child aged 2 or over or one adult to rest on a rollaway sleeping accommodation ', ' The allowance of an additional or portable bed will carry a supplementary charge and be available exclusively in double-occupancy rooms ', ' An extra bed, either rollaway or folding, can only accommodate one person, being the maximum number of extra beds allowed within the room ', ' A single individual aged 2 years old or more may occupy an additional sleeping accommodation within certain specified conditions ', ''];87;9;['\nAre supplementary beds provided at no expense to you?\n', '\nIs there a complimentary upgrade for additional sleeping quarters?\n', '\nCan we accommodate your request for a free additional bedroom?\n', '\nWill a spare bed be given to us without any additional charges?\n', '\nDoes the accommodation include an extra bed with no hidden fees?\n', '\nAre overnight guests allowed at no extra cost to the guestroom?\n', '\nIs there provision made for an extra person without incurring further expenses?\n', '\nCan we have an extra bed installed without you having to pay more?']
91;" Who is allowed to stay in an extra bed according to the hotel's policy? 
";"One child aged 2 or over or one adult can stay in an extra bed. The use of an
additional or rollaway bed will carry an additional cost and be available only in double
rooms, and always at the request of the individual user. In the event that the bed has not
been requested in advance, the Hotel reserves the right to request an extra reservation
in the event that the establishment does not have the requested extra bed. Such
additional bed can only be occupied by one person, one being the maximum number
of extra beds in the room.";91;[' A child of two years or more, along with an adult, can rest on an additional mattress ', ' One minor aged two or upwards or one adult may occupy an extra bed ', ' The presence of one toddler aged two or over or one adult within the premises is permissible in an auxiliary sleeping arrangement ', ' An individual of age 2 or older or a single grown-up can take up residence on a supplementary bed ', ' In double occupancy rooms, it is possible for one child aged 2 or over or one adult to rest on a rollaway sleeping accommodation ', ' The allowance of an additional or portable bed will carry a supplementary charge and be available exclusively in double-occupancy rooms ', ' An extra bed, either rollaway or folding, can only accommodate one person, being the maximum number of extra beds allowed within the room ', ' A single individual aged 2 years old or more may occupy an additional sleeping accommodation within certain specified conditions ', ''];87;9;"[""\nWhich individuals may utilize a rollaway bed as per the hotel's regulations?\n"", '\nWho is entitled to make use of an additional sleeping space within the premises?\n', ""\nAccording to the hotel's rules, who can occupy a fold-down bed?\n"", '\nWhat types of guests are authorized to sleep on a sofa bed?\n', ""\nWho may utilize an extra sleeper or daybed according to the hotel's policy?\n"", '\nWhich guests are allowed to make use of a Murphy bed within their accommodations?\n', ""\nAccording to the hotel's guidelines, who can occupy an inflatable bed?\n"", '\nWhat kinds of visitors are permitted to stay in a sleeping accommodation that is not part of the standard room configuration?']"
92; What is the maximum number of extra beds allowed in a room?;"One child aged 2 or over or one adult can stay in an extra bed. The use of an
additional or rollaway bed will carry an additional cost and be available only in double
rooms, and always at the request of the individual user. In the event that the bed has not
been requested in advance, the Hotel reserves the right to request an extra reservation
in the event that the establishment does not have the requested extra bed. Such
additional bed can only be occupied by one person, one being the maximum number
of extra beds in the room.";92;[' A child of two years or more, along with an adult, can rest on an additional mattress ', ' One minor aged two or upwards or one adult may occupy an extra bed ', ' The presence of one toddler aged two or over or one adult within the premises is permissible in an auxiliary sleeping arrangement ', ' An individual of age 2 or older or a single grown-up can take up residence on a supplementary bed ', ' In double occupancy rooms, it is possible for one child aged 2 or over or one adult to rest on a rollaway sleeping accommodation ', ' The allowance of an additional or portable bed will carry a supplementary charge and be available exclusively in double-occupancy rooms ', ' An extra bed, either rollaway or folding, can only accommodate one person, being the maximum number of extra beds allowed within the room ', ' A single individual aged 2 years old or more may occupy an additional sleeping accommodation within certain specified conditions ', ''];87;9;"[' \nHow many additional mattresses are allowed to be present inside one bedroom? ', ' \nAt what quantity does the supplemental bed threshold get exceeded in an individual room? ', ' \nIn what amount do the supplementary beds become too numerous for a standard hotel room? ', ' \nWhat is the maximum permissible number of temporary or extra sleeping spaces within one private dwelling? ', ' \nTo what extent can the capacity of a regular bedroom be expanded through the addition of further resting areas? ', ' \nAt what level does the provision of spare beds surpass the bounds of a typical guestroom configuration? ', ' \nHow many supplementary bunks are permitted to coexist within an ordinary dormitory setting? ', "" \nWhat's the highest allowable number of extra sleeping accommodations present in one standard-sized residential unit? "", ' \nTo what count does the addition of further resting places exceed the conventional capacity of a single, private bedroom space?']"
